"Id Derivação";"Tags Produto";Código;"Código Alternativo";"Id Produto";"Produto - Derivação";"Nome da Derivação";Marca;Modelo;"Qtde Estoque";"Id Pai";"Código Pai";"Código Agrupador";Tipo;"Tipo Registro";EAN;NCM;CEST;"Origem Fiscal";"Peso (kg)";"Largura (cm)";"Altura (cm)";"Comprimento (cm)";Volume;"Palavras Chave";"Data de Lançamento";"Data Atualização Produto";Ativo
58994;;01042939;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (35312 branco off/p 39)";"sandalia vizzano 6235.1727 vern premi (35312 branco off/p 39)";Vizzano;"6235.1727 VERN PREMI";0;58978;2571135;2571135-35312brancooffp;Produto;Filho;7900407364664;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58997;;01042940;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (35312 branco off/p 40)";"sandalia vizzano 6235.1727 vern premi (35312 branco off/p 40)";Vizzano;"6235.1727 VERN PREMI";2;58978;2571135;2571135-35312brancooffp;Produto;Filho;7900407364671;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58981;;01043034;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 34)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 34)";Vizzano;"6235.1727 VERN PREMI";0;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401215;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58998;;01043035;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 35)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 35)";Vizzano;"6235.1727 VERN PREMI";0;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401222;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58984;;01043036;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 36)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 36)";Vizzano;"6235.1727 VERN PREMI";1;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401239;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58986;;01043037;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 37)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 37)";Vizzano;"6235.1727 VERN PREMI";0;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401253;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58983;;01043038;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 38)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 38)";Vizzano;"6235.1727 VERN PREMI";1;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401277;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58985;;01043039;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 39)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 39)";Vizzano;"6235.1727 VERN PREMI";1;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401284;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
58991;;01043040;;3521;"Sandalia Vizzano Feminina 6235.1727 Vern Premi - sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 40)";"sandalia vizzano 6235.1727 vern premi (101321 chocolate/p 40)";Vizzano;"6235.1727 VERN PREMI";2;58978;2571135;2571135-101321chocolatep;Produto;Filho;7900407401291;64029990;;0;0,500;13,00;10,00;28,00;0;"sandália vizzano verniz premium sandália feminina vizzano verniz sandália rasteira vizzano verniz sandália feminina elegante vizzano sandália feminina com metais sandália feminina com pedra decorativa sandália feminina verniz premium sandália feminina sofisticada sandália feminina casual elegante sandália feminina com fivela sandália feminina delicada sandália feminina moderna vizzano sandália feminina rasteira elegante sandália feminina verniz brilhante sandália feminina premium sandália feminina verão vizzano sandália feminina fashion sandália feminina confortável sandália feminina tendência sandália feminina elegante verniz sandália feminina com detalhes dourados sandália feminina versátil sandália feminina casual chic sandália feminina moderna sandália feminina lançamento vizzano sandália feminina para festas sandália feminina para verão sandália feminina rasteira moda sandália feminina sofisticada vizzano sandália feminina premium verniz";;"05/05/2026 20:46:41";Sim
59043;;01043134;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 34)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 34)";Actvitta;"4849.100 AUSTRALIA";0;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551609;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59044;;01043135;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 35)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 35)";Actvitta;"4849.100 AUSTRALIA";0;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551616;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59035;;01043136;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 36)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 36)";Actvitta;"4849.100 AUSTRALIA";0;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551623;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59039;;01043137;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 37)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 37)";Actvitta;"4849.100 AUSTRALIA";0;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551647;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59038;;01043138;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 38)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 38)";Actvitta;"4849.100 AUSTRALIA";0;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551661;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59041;;01043139;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 39)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 39)";Actvitta;"4849.100 AUSTRALIA";1;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551678;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59040;;01043140;;3523;"Tenis Feminino Actvitta 4849.100 Australia - tenis actvitta 4849.100 australia (107312 preto/preto/pink 40)";"tenis actvitta 4849.100 australia (107312 preto/preto/pink 40)";Actvitta;"4849.100 AUSTRALIA";2;59022;2581242;2581242-107312pretopretopink;Produto;Filho;7900350551685;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:45:33";Sim
59042;;01043234;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 34)";"tenis actvitta 4849.307 xang/austra (108641 branco off 34)";Actvitta;"4849.307 XANG/AUSTRA";2;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971780;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59025;;01043235;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 35)";"tenis actvitta 4849.307 xang/austra (108641 branco off 35)";Actvitta;"4849.307 XANG/AUSTRA";2;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971797;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59028;;01043236;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 36)";"tenis actvitta 4849.307 xang/austra (108641 branco off 36)";Actvitta;"4849.307 XANG/AUSTRA";4;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971803;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59030;;01043237;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 37)";"tenis actvitta 4849.307 xang/austra (108641 branco off 37)";Actvitta;"4849.307 XANG/AUSTRA";3;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971827;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59027;;01043238;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 38)";"tenis actvitta 4849.307 xang/austra (108641 branco off 38)";Actvitta;"4849.307 XANG/AUSTRA";2;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971841;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59029;;01043239;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 39)";"tenis actvitta 4849.307 xang/austra (108641 branco off 39)";Actvitta;"4849.307 XANG/AUSTRA";3;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971858;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59031;;01043240;;3522;"Tenis Feminino Actvitta 4849.307 Xang/Austra - tenis actvitta 4849.307 xang/austra (108641 branco off 40)";"tenis actvitta 4849.307 xang/austra (108641 branco off 40)";Actvitta;"4849.307 XANG/AUSTRA";1;59021;2581241;2581241-108641brancooff;Produto;Filho;7900350971865;64041900;;0;0,600;21,00;12,00;30,00;0;"tenis actvitta feminino corrida tenis actvitta running tenis actvitta esportivo feminino tenis actvitta light foam pro tenis feminino actvitta corrida tenis feminino actvitta caminhada tenis esportivo feminino actvitta tenis feminino para correr actvitta tenis feminino leve corrida tenis feminino amortecimento actvitta tenis feminino esportivo confortável tenis feminino para academia tenis feminino para caminhada tenis feminino treino academia tenis actvitta esportivo leve tenis feminino respiravel corrida tenis feminino esportivo moderno tenis feminino corrida leve tenis feminino corrida confortável tenis feminino corrida amortecimento tenis feminino esportivo dia a dia tenis feminino actvitta lançamento tenis feminino para treinos tenis feminino corrida e caminhada tenis feminino esportivo leve tenis feminino tecnologia light foam tenis feminino esportivo confortável tenis feminino para atividade fisica tenis feminino solado antiderrapante tenis feminino esportivo actvitta";;"05/05/2026 16:44:23";Sim
59063;;01043333;;3526;"Chinelo Papete Slide Feminino Modare 7125.200 Italia - chinelo slide actvitta 7125.200 italia (107621 avela/terracota 33)";"chinelo slide actvitta 7125.200 italia (107621 avela/terracota 33)";Modare;"7125.200 ITALIA";0;59061;2581615;2581615-107621avelaterracota;Produto;Filho;7900350686783;64029990;;0;0,400;14,00;10,00;30,00;0;"chinelo modare ultraconforto chinelo slide modare feminino slide feminino modare confortável chinelo feminino modare confortável chinelo feminino casual modare slide feminino confortável chinelo feminino macio chinelo feminino leve chinelo feminino moderno chinelo feminino para dia a dia slide feminino casual chinelo feminino confortável passeio chinelo feminino modare lançamento slide feminino confortável modare chinelo feminino versátil chinelo feminino estilo slide chinelo feminino confortável caminhada leve chinelo feminino moderno casual chinelo feminino moda casual chinelo feminino prático slide feminino leve confortável chinelo feminino confortável verão chinelo feminino leve e macio chinelo feminino confortável para passeio chinelo feminino antiderrapante slide feminino confortável dia a dia chinelo feminino confortável modare ultraconforto chinelo feminino confortável moda casual chinelo feminino moderno confortável chinelo feminino estilo casual";;"07/05/2026 14:41:48";Sim
